,souseki_AI.txt,rashomon.txt,sorekara.txt,ginga_tetsudono_yoru.txt,kokoro.txt,kumono_ito.txt,serohikino_goshu.txt
慰める,0,0,1,0,2,0,0
憎む,0,1,0,0,2,0,0
憎らし,0,0,0,0,1,0,0
憎らしかっ,0,0,1,0,0,0,0
憎らしく,0,0,1,0,2,0,0
憎ん,0,0,0,0,1,0,0
憐れん,0,0,0,0,1,0,0
憑か,0,0,1,0,0,0,0
憚かっ,0,0,1,0,1,0,0
憚かる,0,0,2,0,2,0,0
憤り,0,0,0,0,1,0,0
憶い出し,0,0,1,0,4,0,0
憶い浮べ,0,0,0,0,1,0,0
懐かし,2,0,0,0,1,0,0
懐かしい,1,0,0,0,3,0,0
懐かしかっ,0,0,0,0,1,0,0
懐かしく,1,0,0,0,0,0,0
懐かしみ,0,0,0,0,2,0,0
懐かしん,1,0,0,0,0,0,0
懸から,0,0,1,0,0,0,0
懸かる,0,0,1,0,0,0,0
懸け,0,0,5,0,6,0,0
懸けよう,0,0,0,0,1,0,0
懸け隔たっ,0,0,0,0,2,0,0
懸け離れ,0,0,0,0,1,0,0
懸っ,0,0,5,0,1,0,0
懸隔て,0,0,1,0,0,0,0
成し遂げ,0,0,1,0,0,0,0
成っ,0,0,1,0,0,0,0
成り上がっ,0,0,1,0,0,0,0
成り立っ,0,0,0,0,1,0,0
成ろう,0,0,1,0,0,0,0
成程,0,1,0,0,0,0,0
我が,0,0,0,0,1,0,0
或,0,0,5,0,0,0,0
或は,0,0,11,0,0,0,0
或ひは,0,0,0,3,0,0,0
或る,0,0,0,0,10,0,0
戦い,0,0,2,0,0,0,0
戦う,0,0,1,0,0,0,0
戦っ,0,0,2,0,0,0,0
戴い,0,0,1,0,0,0,0
戻し,0,0,1,0,0,0,0
戻せ,0,0,1,0,0,0,0
戻っ,1,0,10,0,5,0,2
戻ら,0,0,1,1,1,0,0
戻り,0,0,0,2,0,0,0
戻る,2,0,1,0,0,0,0
所謂,0,0,6,0,0,0,0
扁,0,0,0,2,0,0,0
手ばやく,0,0,0,1,0,0,0
手伝い,0,0,1,0,0,0,0
手伝っ,0,0,0,0,1,0,1
手伝わ,0,0,1,0,0,0,0
手厳しい,0,0,0,0,1,0,0
手早く,0,0,0,0,0,0,1
手痛かっ,0,0,0,0,1,0,0
手痛く,0,0,1,0,0,0,0
手緩い,0,0,0,0,1,0,0
手荒く,0,1,0,0,0,0,0
手重く,0,0,0,0,1,0,0
手離し,0,0,0,0,1,0,0
打た,0,0,4,0,3,0,0
打たし,0,0,1,0,1,0,0
打ち,0,0,1,0,6,0,0
打ち上げ,0,0,0,0,1,0,0
打ち付け,0,0,0,0,1,0,0
打ち倒そう,0,0,0,0,1,0,0
打ち切る,0,0,1,0,0,0,0
打ち勝つ,0,0,2,0,1,0,0
打ち合う,0,0,1,0,0,0,0
打ち合わし,0,0,1,0,0,0,0
打ち壊し,0,0,1,0,0,0,0
打ち寄せる,0,0,0,0,1,0,0
打ち崩し,0,0,2,0,0,0,0
打ち崩す,0,0,1,0,0,0,0
打ち明け,1,0,11,0,20,0,0
打ち明けよう,0,0,0,0,4,0,0
打ち明ける,0,0,6,0,8,0,0
打ち殺し,0,0,1,0,0,0,0
打ち消さ,0,0,0,0,1,0,0
打ち消し,0,0,3,0,0,0,0
打ち消す,0,0,1,0,2,0,0
打ち消せ,0,0,0,0,1,0,0
打ち消そう,0,0,0,0,1,0,0
打ち砕く,0,0,0,0,1,0,0
打ち興じ,0,0,1,0,0,0,0
打ち解け,0,0,0,0,1,0,0
打ち込ん,0,0,1,0,0,0,0
打ち返し,0,0,0,0,1,0,0
打ち遣っ,0,0,0,0,1,0,0
打っ,0,0,6,0,5,0,0
打つ,0,0,5,0,4,0,0
打つかっ,0,0,1,0,0,0,0
打つかり,0,0,0,0,1,0,0
打つかる,0,0,1,0,0,0,0
打て,0,0,0,0,1,0,0
打砕い,0,1,0,0,0,0,0
払い,0,0,1,0,1,0,0
払い落し,0,0,0,0,1,0,0
払う,0,0,2,0,3,0,0
払え,0,0,1,0,0,0,0
払っ,0,1,6,0,4,0,0
払わ,0,0,0,0,2,0,0
承り,0,0,1,0,0,0,0
抑え,0,0,14,0,4,0,0
抑えつけ,0,0,0,0,2,0,0
抑える,0,0,4,0,0,0,0
抑え付け,0,0,0,0,2,0,0
抑え付ける,0,0,0,0,2,0,0
投げ,0,0,6,3,1,0,0
投げかけ,0,0,0,0,1,0,0
投げつける,0,0,0,1,0,0,0
投げる,0,0,3,0,0,0,0
投げ付け,0,0,1,0,1,0,0
投げ出し,0,0,0,0,1,0,0
投げ出す,0,0,0,0,1,0,0
投げ掛け,0,0,1,0,0,0,0
投げ込ま,0,0,2,0,0,0,0
投げ込ん,0,0,1,0,2,0,0
投げ返し,0,0,0,0,1,0,0
折っ,0,0,2,1,5,0,0
折り,0,0,0,0,1,0,0
折り曲げる,0,0,0,0,2,0,0
折り返し,0,0,0,0,1,0,0
折り重なっ,0,0,1,0,0,0,0
折れ,0,0,5,0,2,0,0
折れる,0,0,0,0,1,0,0
折れ曲がっ,0,0,0,0,1,0,0
折れ曲っ,0,0,0,0,1,0,0
折れ込ん,0,0,1,0,1,0,0
折角,0,0,3,1,4,1,0
抛げ,0,0,3,0,0,0,0
抛り出さ,0,0,0,1,0,0,0
抜い,0,3,10,0,2,0,0
抜か,0,0,0,0,1,0,0
抜き,0,1,0,0,0,0,0
抜く,0,3,0,0,0,0,0
抜け,0,0,6,0,8,0,0
抜けよう,0,0,1,0,2,0,0
抜ける,0,2,1,0,1,0,0
抜け出し,0,0,1,0,2,0,0
択ん,0,0,1,0,1,0,0
抱,0,0,0,0,1,0,0
抱い,0,0,4,1,6,0,0
抱え,0,0,5,0,0,0,0
抱える,0,0,0,0,1,0,0
抱え込み,0,0,1,0,0,0,0
抱え込ん,0,0,1,0,0,0,0
抱き,1,0,0,0,0,0,0
抱き合い,0,0,0,0,1,0,0
抱き合う,0,0,0,0,1,0,0
抱き合っ,0,0,1,0,0,0,0
抱き締める,0,0,0,0,1,0,0
抱く,0,0,0,0,1,0,0
抱こう,0,0,0,0,1,0,0
押さ,0,0,1,0,1,0,0
押し,0,1,15,2,4,0,1
押しのけ,0,0,0,1,0,0,0
押しのける,0,0,0,1,0,0,0
押しもどす,0,1,0,0,0,0,0
押しやる,0,0,0,0,1,0,0
押し付け,0,0,2,0,0,0,0
押し付けよう,0,0,0,0,1,0,0
押し倒さ,0,0,0,0,1,0,0
押し出さ,0,0,1,0,0,0,0
押し出し,0,0,0,0,0,0,1
押し分け,0,0,1,0,0,0,0
押し合っ,0,0,1,0,0,0,0
押し寄せ,0,0,2,0,0,0,0
押し寄せる,0,0,1,0,0,0,0
押し掛け,0,0,1,0,0,0,0
押し流さ,0,0,1,0,0,0,0
押し詰め,0,0,1,0,0,0,0
押し詰ら,0,0,1,0,0,0,0
押し込ん,0,0,3,0,0,0,0
押し退ける,0,0,1,0,0,0,0
押し通し,0,0,1,0,0,0,0
押し遣っ,0,0,1,0,0,0,0
押し遣り,0,0,1,0,0,0,0
押す,0,0,0,0,1,0,0
担,0,0,1,0,0,0,0
担い,0,0,1,0,1,0,0
拉,0,0,0,0,1,0,0
拍ち,0,0,0,0,0,0,2
拍っ,0,0,0,0,0,1,0
拘ら,0,0,1,0,0,0,0
拘わら,0,0,10,0,0,0,0
拘泥ら,0,0,0,0,1,0,0
拘泥る,0,0,0,0,1,0,0
拙,0,0,1,0,0,0,0
拙い,0,0,0,0,2,0,0
招い,0,0,0,0,2,0,0
招か,0,0,1,0,1,0,0
招ぎ,0,0,0,0,1,0,0
招く,0,0,1,0,0,0,0
拝ん,0,0,1,0,0,0,0
括っ,0,1,2,0,0,0,0
括ら,0,0,0,0,2,0,0
括り付け,0,0,0,0,1,0,0
拭,0,0,0,1,1,0,0
拭い,0,0,9,0,3,0,1
拭い去る,0,0,1,0,0,0,0
拭き,0,0,2,0,1,0,0
拭き取っ,0,0,3,0,0,0,0
拱い,0,0,0,0,1,0,0
拵え,0,0,14,0,8,0,0
拵える,0,0,3,0,1,0,0
拵えろ,0,0,0,0,1,0,0
拵らえ,0,0,5,0,0,0,0
拵らえる,0,0,1,0,0,0,0
拾い上げ,0,0,0,0,1,0,0
拾い出し,0,0,0,0,1,0,0
拾っ,0,0,0,2,0,0,0
持た,0,0,8,0,3,0,1
持たし,0,0,1,0,0,0,0
持ち,1,0,5,3,3,0,0
持ち上げ,0,0,0,0,2,0,0
持ち上っ,0,0,1,0,0,0,0
持ち伝え,0,0,1,0,0,0,0
持ち伝える,0,0,1,0,0,0,0
持ち出さ,0,0,1,0,1,0,0
持ち出し,0,0,2,0,3,0,0
持ち出す,0,0,4,0,3,0,0
持ち合っ,0,0,0,0,2,0,0
持ち扱っ,0,0,1,0,0,0,0
持ち掛け,0,0,1,0,0,0,0
持ち掛ける,0,0,1,0,0,0,0
持ち来たし,0,0,2,0,0,0,0
持ち直し,0,0,1,0,0,0,0
持ち込む,0,0,0,0,1,0,0
持っ,1,6,89,10,38,0,2
持つ,0,0,3,0,2,0,0
持て,0,0,2,0,0,0,0
持て余し,0,0,1,0,1,0,0
持出し,0,1,0,0,0,0,0
指さ,0,0,1,0,0,0,0
指ささ,0,0,0,0,1,0,0
指さし,0,0,1,3,0,0,1
指さす,0,0,0,0,1,0,0
指し,0,0,1,6,3,0,0
指し示さ,0,0,0,0,1,0,0
指し示す,0,0,0,0,1,0,0
指す,0,0,0,0,3,0,0
挑ん,0,0,1,0,0,0,0
挙がっ,0,0,1,0,0,0,0
挙げ,0,0,7,2,3,2,0
挙げる,0,0,0,0,1,0,0
挟ま,0,0,2,0,1,0,0
挟まっ,0,0,2,0,1,0,0
挟み上げる,0,0,0,0,1,0,0
挟ん,0,0,5,0,0,0,0
挫か,0,0,1,0,0,0,0
振い,0,0,0,0,1,0,0
振い落す,0,0,0,0,1,0,0
振っ,1,0,6,3,1,0,0
振り,0,0,2,2,1,0,0
振りかけ,0,0,1,0,0,0,0
振り上げる,0,0,1,0,0,0,0
振り動かし,0,0,1,0,0,0,0
振り向い,0,0,4,0,2,0,0
振り向き,0,0,2,0,0,0,0
振り掛け,0,0,1,0,0,0,0
振り掛ける,0,0,0,0,1,0,0
振り放そう,0,0,1,0,0,0,0
振り落し,0,0,0,0,1,0,0
振り起し,0,0,0,0,1,0,0
振り返っ,1,0,8,1,7,0,0
振り返ら,0,0,0,0,1,0,0
振り返り,1,0,0,0,0,0,0
振り返る,2,0,0,0,1,0,0
振る,0,0,1,0,0,0,0
振舞い,0,0,0,0,1,0,0
振舞う,0,0,1,0,1,0,0
振舞おう,0,0,0,0,1,0,0
振舞っ,0,0,1,0,1,0,0
挿し,0,2,1,0,0,0,0
捉え,0,0,0,0,1,0,0
捌け,0,0,0,0,1,0,0
捏ね,0,1,0,0,0,0,0
捕え,0,1,2,0,0,0,0
捕える,0,0,0,0,1,0,0
捕まえ,0,0,6,0,2,0,0
捕まえよう,0,0,0,0,1,0,0
捕まえる,0,0,1,0,2,0,0
捕ら,0,0,0,0,1,0,0
捕る,0,0,0,2,0,0,0
捜し,0,0,1,0,0,0,0
捜す,0,0,1,0,0,0,0
捧げ,0,0,1,0,0,0,0
捨て,0,1,2,0,0,0,0
捩じ曲げ,0,0,1,0,0,0,0
捩っ,0,0,1,0,0,0,0
捩ら,0,0,1,0,0,0,0
据,0,0,2,0,0,0,0
据え,0,1,14,0,3,0,0
据え付け,0,0,2,0,0,0,0
捲い,0,0,2,0,0,0,0
捲き込ま,0,0,2,0,1,0,0
捲き込む,0,0,1,0,0,0,0
捲き返し,0,0,1,0,0,0,0
捲っ,0,0,1,0,0,0,0
捲り,0,0,1,0,0,0,0
捲る,0,0,1,0,0,0,0
掃き出さ,0,0,1,0,0,0,0
掃き出し,0,0,1,0,0,0,0
掘り下げ,1,0,0,0,0,0,0
掘り出す,0,0,0,0,1,0,0
掛,0,0,5,0,5,0,0
掛かっ,0,0,2,0,0,0,0
掛かり,0,0,0,0,1,0,0
掛かる,0,0,1,0,1,0,0
掛け,0,0,57,1,22,0,0
掛ける,0,0,5,0,5,0,0
掛け離れ,0,0,0,0,1,0,0
掛っ,0,0,12,0,3,0,0
掛ら,0,0,0,0,1,0,0
掛り,0,0,0,0,2,0,0
掛る,0,0,5,0,0,0,0
掠め,0,0,1,0,1,0,0
採っ,0,0,1,0,0,0,0
探さ,0,0,1,0,0,0,0
探し,3,0,10,1,5,0,0
探し出し,0,0,0,0,2,0,0
探し廻る,0,0,0,0,1,0,0
探す,1,0,2,0,1,0,0
探っ,0,0,1,0,1,0,0
探ら,0,0,1,0,0,0,0
探る,1,0,0,0,0,0,0
探ろう,0,0,1,0,0,0,0
接し,0,0,6,0,0,0,0
接する,0,0,1,0,0,0,0
控え,0,0,8,0,6,0,0
推し,0,0,4,0,3,0,0
掩う,0,1,3,0,0,0,0
掩っ,0,1,1,0,0,0,0
措い,0,0,1,0,2,0,0
措く,0,0,1,0,0,0,0
掻い,0,0,3,0,0,0,0
掻か,0,0,0,0,2,0,0
掻き,0,0,0,0,1,0,0
掻き乱さ,0,0,0,0,2,0,0
掻き乱し,0,0,0,0,1,0,0
掻き分け,0,0,0,0,1,0,0
掻き合せ,0,0,1,0,0,0,0
掻き回し,0,0,1,0,0,0,0
掻き込ん,0,0,1,0,1,0,0
揃え,0,0,4,0,1,0,0
揃っ,0,0,2,0,4,0,0
揃へ,0,0,0,1,0,0,0
揉,0,1,1,0,0,0,0
揉ま,0,0,0,0,1,0,0
揉む,0,0,1,0,0,0,0
揉ん,0,0,2,0,1,0,0
描い,0,1,4,1,5,0,0
描か,0,0,1,0,0,0,0
描かし,0,0,1,0,0,0,0
描き,0,0,0,0,2,0,0
描き出さ,0,0,0,0,1,0,0
描き出し,0,0,1,0,1,0,0
描き出す,0,0,1,0,2,0,0
描く,0,0,0,0,1,0,0
提げ,0,0,6,0,0,0,0
換え,0,0,1,0,0,0,0
換える,0,0,1,0,0,0,0
握っ,0,0,8,1,2,0,0
握ら,0,0,2,0,2,0,0
握り締め,0,0,0,0,3,0,0
揺い,0,0,1,0,0,0,0
揺か,0,0,3,0,1,0,0
揺き,0,0,1,0,1,0,0
揺めい,0,0,1,0,0,0,0
揺られ,0,0,3,0,1,0,0
揺られる,0,0,1,0,0,0,0
揺り,0,0,1,0,0,0,0
揺れ,0,1,2,0,1,0,0
揺れる,0,0,1,0,0,0,0
揺れ動き,1,0,0,0,0,0,0
損う,0,0,1,0,0,0,0
損え,0,0,1,0,0,0,0
損じ,0,0,1,0,1,0,0
損なえ,0,0,1,0,0,0,0
損なっ,0,0,3,0,2,0,0
損わ,0,0,0,0,1,0,0
携え,0,0,1,0,0,0,0
摧け,0,0,1,0,0,0,0
摩っ,0,0,2,0,0,0,0
摺ら,0,0,1,0,0,0,0
摺り,0,0,3,0,0,0,0
摺り寄せ,0,0,1,0,0,0,0
摺る,0,0,1,0,0,0,0
摺れ,0,0,2,0,0,0,0
撫で,0,0,6,0,1,0,0
播か,0,0,0,1,0,0,0
播け,0,0,0,1,0,0,0
撮み出し,0,0,1,0,0,0,0
撮ん,0,0,1,0,0,0,0
撰り,0,0,1,0,0,0,0
撲た,0,0,0,0,1,0,0
擦っ,0,0,4,1,0,0,0
擦め,0,0,0,1,0,0,0
擦り,0,0,1,1,1,0,0
擦り剥く,0,0,0,0,1,0,0
擦る,0,0,1,0,0,0,0
擦れ違っ,0,0,1,0,1,0,0
擱い,0,0,0,0,2,0,0
擲き,0,0,0,0,1,0,0
擲り,0,0,0,0,1,0,0
攀じ,0,0,1,0,0,0,0
攫い,0,0,1,0,0,0,0
攫まえ,0,0,0,0,1,0,0
攫み,0,0,0,0,2,0,0
攫ん,0,0,1,0,2,0,0
支う,0,0,1,0,0,0,0
支え,0,1,2,0,2,0,0
改まっ,0,0,3,0,3,0,0
改め,0,0,1,0,2,0,0
改めて,2,1,6,0,3,0,0
改める,0,0,0,0,1,0,0
放し,0,0,5,0,4,0,0
放せ,0,0,0,0,1,0,0
放ち,0,0,0,0,1,0,0
放っ,0,0,16,0,0,0,0
放り出さ,0,0,0,0,1,0,0
放り出し,0,0,6,0,3,0,0
放り出す,0,0,1,0,0,0,0
放り込ん,0,0,1,0,1,0,0
救い,0,0,2,0,0,0,0
救い出し,0,0,0,0,0,1,0
救う,0,0,1,0,0,0,0
救おう,0,0,1,0,0,0,0
救っ,0,0,2,0,0,0,0
救わ,0,0,0,0,1,0,0
教,0,0,0,1,0,0,0
教え,0,0,5,0,8,0,3
教える,0,0,0,0,1,0,1
教へる,0,0,0,1,0,0,0
教わっ,0,0,0,0,1,0,1
教わり,0,0,0,0,0,0,1
敢て,0,0,9,0,0,0,0
散っ,0,0,2,0,3,0,0
散らし,0,0,2,0,0,0,0
散らす,0,0,1,0,0,0,0
散らつい,0,0,1,0,0,0,0
散らつき,0,0,0,0,1,0,0
散る,0,0,2,0,0,0,0
数え,0,0,0,0,2,0,0
数える,0,1,0,0,0,0,0
数え込む,0,0,1,0,0,0,0
敲い,0,0,5,0,0,0,0
敲か,0,0,1,0,0,0,0
敲き,0,0,1,0,0,0,0
敲く,0,0,1,0,0,0,0
整え,0,0,1,0,0,0,0
敵い,0,0,1,0,0,0,0
敵う,0,0,0,0,1,0,0
敵わ,0,0,0,0,1,0,0
敷い,0,0,2,0,5,0,0
斃れ,0,0,1,0,0,0,0
斃れる,0,0,0,0,1,0,0
斥け,0,0,1,0,3,0,0
斥ける,0,0,1,0,0,0,0
斬っ,0,0,2,0,0,0,0
斬ら,0,0,1,0,0,0,0
斬り,0,0,1,0,0,0,0
斬り殺さ,0,0,1,0,0,0,0
斬り殺し,0,0,2,0,0,0,0
断っ,0,0,10,0,12,0,0
断ら,0,0,4,0,5,0,0
断り,0,0,5,0,2,0,0
断る,0,0,7,0,2,0,0
断れ,0,0,1,0,1,4,0
断ろう,0,0,3,0,0,0,0
断わっ,0,0,6,0,4,0,0
断わら,0,0,1,0,1,0,0
断わり,0,0,3,0,1,0,0
断わる,0,0,1,0,0,0,0
断然,0,0,5,0,0,0,0
斯う,0,0,0,4,0,0,0
斯かる,0,0,1,0,0,0,0
新しい,3,0,3,0,29,0,0
新しく,0,0,1,0,5,0,0
新らしい,0,0,10,5,0,0,0
新らしく,0,0,2,1,0,0,0
於け,0,0,1,0,0,0,0
既に,0,1,22,0,0,0,0
旧い,0,0,0,0,1,0,0
旨,0,0,1,0,0,0,0
旨い,0,0,10,0,5,0,0
旨く,0,0,8,0,2,0,0
早,0,0,3,0,2,0,0
早い,0,0,4,1,3,0,0
早かっ,0,0,2,0,0,0,0
早かれ,0,0,1,0,0,0,0
早く,0,0,25,9,21,0,1
早けれ,0,0,0,0,1,0,0
早晩,0,0,2,0,0,0,0
早速,0,0,0,1,3,2,0
明か,0,0,0,0,1,0,0
明かそう,0,1,0,0,0,0,0
明き,0,0,0,0,1,0,0
明く,0,0,1,0,0,0,0
明け,0,0,3,0,0,0,1
明ける,0,0,2,0,0,0,0
明け放し,0,0,1,0,1,0,0
明け放っ,0,0,0,0,1,0,0
明け離れ,0,0,1,0,0,0,0
明らめ,0,0,0,0,1,0,0
明る,0,0,2,0,0,0,0
明るい,0,0,1,4,4,0,0
明るかっ,0,0,1,0,0,0,0
明るく,1,0,0,10,0,0,1
易え,0,0,6,0,0,0,0
易える,0,0,1,0,0,0,0
映し,0,0,3,0,1,0,0
映じ,0,0,2,0,1,0,0
映ずる,0,0,3,0,1,0,0
映っ,0,1,5,0,4,0,0
映ら,0,0,1,0,0,0,0
映り,0,0,0,0,3,0,0
